,text,intent
6450,book a table for seven in a pub in iraq which offers gluten free food about 141 days from now,BookRestaurant
4296,play some seventies songs from joseph genaro on google music,PlayMusic
2275,will mondamin be hot on july 20  2021,GetWeather
9072,is there a snowstorm coming to ukraine,GetWeather
9416,what s the weather here in 52 and a half weeks,GetWeather
10220,find the game saturday review,SearchCreativeWork
5157,what s the weather like in ojo amarillo,GetWeather
9999,play asia nitollano using itunes,PlayMusic
8406,in the neighborhood find movie times for movies,SearchScreeningEvent
8150,what is the forecast for here and now,GetWeather
10145,add the album to rosanna s ejercicio playlist,AddToPlaylist
8316,is a short film about killing at north american cinemas,SearchScreeningEvent
10187,book a reservation for one at a highly rated restaurant in datil,BookRestaurant
10058,what is the movie schedule for animated movies in the area,SearchScreeningEvent
3785,is amco entertainment showing cień caseya today,SearchScreeningEvent
11422,play some sabah from the eighties,PlayMusic
8405,book a restaurant for 7 in mn,BookRestaurant
5570,can i get the movie schedule for megaplex theatres,SearchScreeningEvent
6164,book a reservation for seven people at a highly rated restaurant that serves moroccan food in east greenville,BookRestaurant
10059,play my femme fatale playlist on vimeo,PlayMusic
1153,find trivial pursuit: america plays,SearchCreativeWork
13150,book a table today at a steakhouse for eight that serves sashimi,BookRestaurant
2087,what films are showing at kerasotes theatres,SearchScreeningEvent
10291,book a table for my great grandfather and i at a place in booker  ak,BookRestaurant
407,find a love song,SearchCreativeWork
13247,book me a reservation at a bar around juliff for three people that serves bucatini for now,BookRestaurant
13363,i need a reservation for february 27  2020 at a bar that serves paté,BookRestaurant
10032,i m rating the book tomorrow two out of 6 stars,RateBook
8190,play music on deezer by imogen heap,PlayMusic
6039,add agua y sal in classic jazz funk,AddToPlaylist
10715,give four star to current novel,RateBook
10457,can i watch the sound of war in thirteen minutes at the nearest cinema,SearchScreeningEvent
6159,give the current novel a rating of 5 out of 6,RateBook
7507,find movie schedules for movies in the area,SearchScreeningEvent
10947,i want to watch ghosts of the abyss at kerasotes theatres,SearchScreeningEvent
3462,book the lake house for me and carmella,BookRestaurant
6307,can i use lastfm to listen to twilight time by dj khalil,PlayMusic
787,add the track to the comedy new releases playlist,AddToPlaylist
9490,i need to book a restaurant that serves sundanese in bonaire for 7,BookRestaurant
13122,what will the weather be in lago vista on october fourteenth  2022,GetWeather
13012,is it colder faraway from my current spot,GetWeather
12141,i m looking for the cineexport painting,SearchCreativeWork
302,add tune to my this is animal collective,AddToPlaylist
5811,how is the weather in oh,GetWeather
4431,are there any animated movies playing in the neighborhood,SearchScreeningEvent
12160,book me a restaurant that serves green bean casserole for five people,BookRestaurant
13763,i m looking for a movie called salvage mice,SearchCreativeWork
1307,find merry arizona 97: desert stars shine at christmas,SearchCreativeWork
10096,rate peter and the sword of mercy 3 of 6 stars,RateBook
14423,find animated movies close by,SearchScreeningEvent
6745,what s the forecast for mt next week,GetWeather
10889,play songs of heaven by ami koshimizu,PlayMusic
9352,will there be a blizzard in neighboring niobrara valley preserve,GetWeather
4651,look for the no bigger than a minute soundtrack,SearchCreativeWork
1691,book this week for their step sister s workplace close,BookRestaurant
943,rate this novel a two,RateBook
2285,need a table at colony in sri lanka next year,BookRestaurant
4569,book a english pub for me  belinda and dena close-by syria next dec,BookRestaurant
12843,what is the movie schedule at the imax corporation three minutes from now,SearchScreeningEvent
5423,find later that evening,SearchCreativeWork
4617,i d like to hear the song in a reverie,SearchCreativeWork
9912,book a breakfast in a restaurant for eight,BookRestaurant
3240,add bert mccracken tune lo que suena new york playlist,AddToPlaylist
13244,when is crime and punishment u s a  showing,SearchScreeningEvent
7569,what s the weather in belize close to ten pm,GetWeather
11136,i want to add un jour dans notre vie to my list running to rock 170 to 190 bpm,AddToPlaylist
6388,rate the knife that killed me a three,RateBook
288,forecast for hardinsburg 20 seconds from now,GetWeather
904,is storm warning playing,SearchScreeningEvent
10169,when is girls just want to have fun playing at the movie house,SearchScreeningEvent
9619,i d like to see movie schedules for animated movies around here,SearchScreeningEvent
263,rate the current album two points,RateBook
7849,find plitt theatres showing animated movies,SearchScreeningEvent
3455,rate new history of the five dynasties 1 points,RateBook
4185,what is the weather looking like right now in wy,GetWeather
7536,give 3 out of 6 stars to this essay,RateBook
5580,i would like to rate the book the three impostors 2 to 6 stars,RateBook
5018,rate the odd angry shot five points,RateBook
4354,use service vimeo the genre slow rock,PlayMusic
1747,i want to hear a top-20 chant from the twenties,PlayMusic
12454,please help me search the tv series a mouse divided,SearchCreativeWork
5190,play fifties track music,PlayMusic
8641,book a spot for nine in lavalette guam,BookRestaurant
13598,what is the weather forecast for close-by burkina,GetWeather
12740,add firehouse to my acoustic soul list,AddToPlaylist
9362,put artist emre aydin on happy birthday playlist,AddToPlaylist
3787,how chilly will it be at 09:32:06 am in moncove lake state park,GetWeather
10097,play a track from 1985,PlayMusic
7331,show me the movie schedules for any animated movies playing close by,SearchScreeningEvent
4685,this is rated 5 out of 6 for an essay,RateBook
4820,i want to give the chronicle what we talk about when we talk about love 4 out of 6,RateBook
4888,add harlow wilcox to hip hop club bangers,AddToPlaylist
12736,what is the cameia national park forecast for in one minute and 1 second,GetWeather
7412,i rate the blood of others series only five points,RateBook
7234,what time can i expect films to start at the bow tie cinemas,SearchScreeningEvent
4028,what s the weather like in groesbeck,GetWeather
7307,incorporate moribund the burgermeister into the 50 shades of love playlist,AddToPlaylist
13232,what is dear old girl cooper foundation,SearchScreeningEvent
13901,i need a table for 5 at a highly rated gastropub in concord mn,BookRestaurant
5250,i think this album deserves 0 points,RateBook
12416,what is the weather forecast in langdon,GetWeather
11173,give this novel two out of 6 stars,RateBook
12315,book a spot for one at a restaurant in id,BookRestaurant
6957,add my very best to my road trip playlist,AddToPlaylist
2379,play the song american patrol by lauryn hill,PlayMusic
5134,tell me the weather forecast for molino  washington,GetWeather
2657,give me the spirit the earth aflame tv show,SearchCreativeWork
2107,book tortano serving brasserie for me  isabella and carly in kuwait,BookRestaurant
186,i give this next essay zero out of 6 points,RateBook
853,love in paris needs some frank farian in the playlist,AddToPlaylist
5793,show me the lowest price for the game sinatra reprise: the very good years,SearchCreativeWork
12549,when is the sea of grass playing at the movie theatre,SearchScreeningEvent
13962,book sot for 7 at a restaurant that serves european in stringtown on feb  the 28th  2034,BookRestaurant
4204,is there weather going to get chilly when i get close to new york,GetWeather
7468,play these four walls by yummy bingham,PlayMusic
75,i give christianity not mysterious 1 out of 6 points,RateBook
11381,give the current essay 5 / 6 stars,RateBook
9304,put ron grainer on my disco fever playlist,AddToPlaylist
9142,play some fourties music on spotify,PlayMusic
11911,trailer of gate of thunder,SearchCreativeWork
7369,sort to the last song on playlist from 1983 a chant by mark oliver everett,PlayMusic
1630,to johnnie s funtime activity playlist add the name the best of guitar shorty,AddToPlaylist
4641,i need a restaurant in indonesia for 7,BookRestaurant
7675,book a table for my granddaughter and i at the restaurant,BookRestaurant
13942,book a reservation for 1 at a diner in wi,BookRestaurant
6367,reserve a table for nine people at a caribbean restaurant in white creek  utah,BookRestaurant
4961,book a spot for six on october fifth in mineola,BookRestaurant
9204,play the baldur’s gate ii: throne of bhaal saga,SearchCreativeWork
1383,play the game sugarfoot,SearchCreativeWork
7568,add shake your rump to  my concentración indie rock playlist,AddToPlaylist
10527,the book the gardens of the moon deserves only 1 stars,RateBook
2811,please find the packed to the rafters work,SearchCreativeWork
4395,play some origa on google music,PlayMusic
2874,i want to take my bf and i to get some pain perdu from a food truck,BookRestaurant
4708,i need a table for 4 in pelland,BookRestaurant
13776,i give this book dictionary of the english language a 4 rating,RateBook
4227,play the top nineties melody by gus g,PlayMusic
2662,move josiah leming to te quiero list,AddToPlaylist
3862,play chant music from 1993,PlayMusic
12187,tell me if it will storm at my current location,GetWeather
617,play a 1999 track by pete seeger on youtube,PlayMusic
4737,book a bar table for tonight for rajasthani food,BookRestaurant
3019,i d like to see the painting empire of two worlds,SearchCreativeWork
5604,what is the weather going to be at dinner time in the lake le-aqua-na state recreation area,GetWeather
8234,where can i see the show twentysomething,SearchCreativeWork
10402,where do i see the trailer for live dates,SearchCreativeWork
292,book the atomic cafe for ten people,BookRestaurant
7038,tell me the weather forecast for azerbaijan,GetWeather
7356,help me find the work unite and win,SearchCreativeWork
7629,book at tavern on the green for in 1 minute in co,BookRestaurant
12705,find the album biology today: an issues approach,SearchCreativeWork
6239,i need to see cristo in india,SearchCreativeWork
1050,play my futuros hits playlist on spotify,PlayMusic
2159,in california will it be cold in east trenton heights,GetWeather
13152,add this song to blues roots,AddToPlaylist
6139,show me the movie times for animated movies in the area,SearchScreeningEvent
12483,find donkey town  a show,SearchCreativeWork
3897,find the dead matter at speakeasy theaters,SearchScreeningEvent
2090,can you play a top 5 song by manos hadjidakis,PlayMusic
8113,give mistborn: the well of ascension four out of 6,RateBook
12294,rate this album 3 stars,RateBook
13186,can i get the butterfly crush showings,SearchScreeningEvent
12460,find a picture called nuclear blast all stars: out of the dark,SearchCreativeWork
3586,put transatlantic lullaby on sharlene s napoleon xiv playlist,AddToPlaylist
8176,weather for notasulga at elevenses,GetWeather
11478,rate a faint cold fear  0 points,RateBook
10229,what time is the queen of moulin rouge playing,SearchScreeningEvent
9995,play the album killer instinkt,PlayMusic
5639,what time is in old new mexico showing today,SearchScreeningEvent
6484,add quicksand to my valentine s day love playlist,AddToPlaylist
6921,will it be overcast in my current location at twelve pm,GetWeather
6542,will there be s snowstorm at my current location this week,GetWeather
5439,i have eight that would like to eat cretan in a cafeteria and need reservations,BookRestaurant
9252,please get me the national medical journal of india game,SearchCreativeWork
9680,add don and sherri to my meditate to sounds of nature playlist,AddToPlaylist
9651,add megon mcdonough indie songs for slackers to my playlist artist,AddToPlaylist
13546,please add jency anthony to my playlist this is mozart,AddToPlaylist
3119,rate the writing on the hearth 2 out of 6 points,RateBook
10487,what will the weather be like may the 10th in rocky boy wi,GetWeather
5178,whats the closest movie house showing medal of honor,SearchScreeningEvent
13911,i want to book a taverna in archer city for this spring for nine people,BookRestaurant
4890,make reservations for me at a taverna in hong kong,BookRestaurant
12126,give me the forecast for feb  eleventh  2034 far from alaska,GetWeather
13924,book a restaurant reservation in 6 weeks,BookRestaurant
823,what s the weather like in wyandotte netherlands antilles,GetWeather
8618,i give the english spy a rating of 1 and a best rating of 6,RateBook
1096,play the best 1981 sound track from ric fierabracci,PlayMusic
4166,book a table for three at 0 am at a bar with wifi in schuyler lake,BookRestaurant
5712,i want to hear a 1976 symphony by jam master jay,PlayMusic
4670,add this tune to my guest list gamesradar playlist,AddToPlaylist
10024,i d like a table for my step grandfather and i at five fifty-five in nv,BookRestaurant
2719,book a table for a party of twelve in lewisville american samoa for a party of 7 at the ballachulish house,BookRestaurant
7143,search for the dark side of the mind movie,SearchCreativeWork
9185,will it be stormy not far from id on 10/2/2021,GetWeather
1996,book a restaurant for five in karnataka,BookRestaurant
9945,what time is 30 days of night playing,SearchScreeningEvent
7292,add always to dena s baroque 50 spotify picks playlist,AddToPlaylist
11574,play my hot 50 playlist,PlayMusic
664,add buddy tate to just dance by aftercluv list,AddToPlaylist
3721,i d like to hear ami suzuki s latest record,PlayMusic
2243,open youtube and play iron mountain depot from john lomax,PlayMusic
10206,rate the current book zero of 6 points,RateBook
13615,add this album by karl davydov to reyna s this is luis fonsi playlist,AddToPlaylist
6726,play the newest ballad from chad urmston,PlayMusic
7734,i need another artist in the new indie mix playlist,AddToPlaylist
3242,what is the weather in kernersville greece,GetWeather
2782,what is the television show phil ochs: there but for fortune playing,SearchCreativeWork
2866,i want maximilian mutzke added to acoustic concentration,AddToPlaylist
11959,i want to hear the live at slane castle album by haifa wehbe,PlayMusic
6696,play something from my songs for you  not your parents playlist,PlayMusic
5961,play the latest melody from cliff edwards on deezer,PlayMusic
6804,i want to give the current saga 0 stars,RateBook
10361,will it get windy close by here,GetWeather
4157,add 100% te ljubam to the hit remix playlist,AddToPlaylist
13794,add recalled to life to this is alejandro fernández,AddToPlaylist
13959,i want to book a food truck for seven people in the republic of the congo,BookRestaurant
2877,please get seating for me and my children,BookRestaurant
6042,book a spot at a highly rated afghan restaurant,BookRestaurant
5732,rate this album 2 points,RateBook
12244,find changes: a love story,SearchCreativeWork
6682,show me the movie called people and masks part 2,SearchCreativeWork
6869,find a movie house with hollow reed,SearchScreeningEvent
1052,add this album to my just dance by aftercluv playlist,AddToPlaylist
12922,play some bertine zetlitz record,PlayMusic
14074,what is the rain forecast for one hour from now in south korea,GetWeather
5903,play music on netflix by don kikas,PlayMusic
8531,add outside the dream syndicate to millicent s fresh electronic playlist,AddToPlaylist
4819,play my fusion fest playlist on youtube,PlayMusic
3811,rate the plutonium files a five,RateBook
14103,nineties songs on zvooq,PlayMusic
1673,i give four stars to this chronicle,RateBook
261,rate this current essay four out of 6,RateBook
5673,show me the book the republican brain,SearchCreativeWork
343,is it going to be cold today in wing,GetWeather
10027,nightwork soundtrack download,SearchCreativeWork
5612,book the kegs drive-in in 37 weeks  in saudi arabia,BookRestaurant
6445,find films scheudle in the neighborhood at 2,SearchScreeningEvent
11983,play me a maia hirasawa soundtrack from 1951,PlayMusic
6259,what time is the cobbler playing  at the closest movie theatre,SearchScreeningEvent
1655,play some twenties theme music on google music,PlayMusic
12050,i give the current textbook a four points rating,RateBook
8673,show the show the son of tarzan,SearchCreativeWork
4318,play something off google music,PlayMusic
13086,put lindsey cardinale into my hillary clinton s women s history month playlist,AddToPlaylist
9218,forecast for israel,GetWeather
6996,find the mary van note show,SearchCreativeWork
14371,i m looking for welcome to the canteen,SearchCreativeWork
5257,i d like to watch dirty laundry at the movie house,SearchScreeningEvent
6789,is the skull playing at loews cineplex,SearchScreeningEvent
992,show the movie schedule at regal entertainment group,SearchScreeningEvent
9277,give me the showtimes for animated movies at the nearest cinema,SearchScreeningEvent
3023,what time is scream of stone playing,SearchScreeningEvent
2520,i need a table at the middle east in mn for a party of 6,BookRestaurant
788,add a track to my alok house party playlist,AddToPlaylist
9231,what is the weather forecast for three in whitewood  rhode island,GetWeather
8550,find start time in 12 seconds for national bomb,SearchScreeningEvent
516,i want a table for four at a place in california,BookRestaurant
6987,play skin & bone by jess stacy on deezer,PlayMusic
12484,what time is irreconcilable differences playing regal entertainment group,SearchScreeningEvent
6490,look up the brave archer 2,SearchCreativeWork
8464,i need info on the video game iron fist,SearchCreativeWork
8229,give drift: the unmooring of american military power 0 out of 6 points,RateBook
5588,rate 5 out of 6 stars to this album,RateBook
13931,i want to book tupelo honey cafe in new jersey for five people,BookRestaurant
2804,find a video game called peaches discography,SearchCreativeWork
2527,add a track from the edge to my funk soul disco playlist,AddToPlaylist
13900,i want to book a restaurant for five people in sri lanka,BookRestaurant
5901,find a painting called break down,SearchCreativeWork
9131,add song to marta s endorphin rush playlist,AddToPlaylist
5272,add jeanette to extreme metal workout,AddToPlaylist
12411,open itunes and play bad attitude,PlayMusic
10434,how much snow will we get this week in massachusetts,GetWeather
8117,rate this novel 5 out of 6 stars,RateBook
10681,tell me if there will be a snowstorm on sep  the second  2028 in olpe,GetWeather
10433,i want to rate nathaniel fludd  beastologist 1 out of 6,RateBook
11906,book a cafeteria having pool for four in algeria,BookRestaurant
11348,put this jerry dixon song onto my tokyo rising playlist,AddToPlaylist
9293,book a reservation for a top-rated lebanese fast food place,BookRestaurant
9320,book a restaurant 2 months from now for seven people in new caledonia,BookRestaurant
4655,can you play a sonata,PlayMusic
4538,give this essay a 2 out of 6,RateBook
6316,play fifties from sirusho harutyunyan,PlayMusic
9794,add harry j to my dubstep dangles dirty,AddToPlaylist
10,i need a forecast for jetmore  massachusetts in 1 hour and 1 second from now,GetWeather
11186,find the american journal of economics and sociology,SearchCreativeWork
14251,rate this chronicle 0 points,RateBook
8572,book a close by brasserie in nc,BookRestaurant
12841,movie schedules at amc theaters,SearchScreeningEvent
271,what s the weather for april 10th  2028 in arkansas,GetWeather
9069,add nicole mitchell to my soul revived list,AddToPlaylist
14169,play some new les vandyke on slacker,PlayMusic
133,play 2011 music,PlayMusic
1956,will the weather be warm in the nationaal park band-e amir at twelve am,GetWeather
1161,find a coffeehouse in illinois for three,BookRestaurant
8828,what will the weather be in overton at 8 pm,GetWeather
2800,book in vermont at the maisonette,BookRestaurant
13002,rate peveril of the peak a five,RateBook
13535,i d like to eat at a popular brasserie in chile with a party of 5,BookRestaurant
13458,i would give this current novel 2 stars with a best rating of 6,RateBook
8442,play a track from 2004,PlayMusic
5452,play zvooq,PlayMusic
85,find the song called international journal of bilingualism,SearchCreativeWork
4290,is it going to be snowy in concord  utah,GetWeather
14155,play the top-20 nawang khechog soundtrack,PlayMusic
14224,rate this current album 0 stars,RateBook
9802,this horrible essay gets zero out of 6 stars,RateBook
7707,show the schedule of movie unborn but forgotten,SearchScreeningEvent
12618,please search the work  the mercenary,SearchCreativeWork
977,show song schedule come into the world,SearchCreativeWork
5775,please add this album to the playlist titled hip hop 2017 new school,AddToPlaylist
5077,add this track to punk rock workout,AddToPlaylist
6979,find a trailer called peggy sue,SearchCreativeWork
8578,book a restaurant for monique stewart  arlene and jami,BookRestaurant
6932,rate the book the guernsey literary and potato peel pie society a five,RateBook
5486,book a table for five in unalaska this month,BookRestaurant
890,please tell me movie times,SearchScreeningEvent
92,add artist to lo mejor de los 00 s,AddToPlaylist
1539,book a table at a tea house in 21 hours in northern mariana islands,BookRestaurant
6491,give one / 6 points to who will cry when you die,RateBook
2817,find time for all about hash,SearchScreeningEvent
9528,book a spot for my kids and i at a restaurant with frybread,BookRestaurant
5110,add paul wickens to lo mejor del rock de españa,AddToPlaylist
7872,give three out of 6 points to this textbook,RateBook
2865,book a table at 04:36:28 at the northeast indian restaurant,BookRestaurant
9240,i want to find parking next to a restaurant for 10,BookRestaurant
71,find playstation官方杂志  a song,SearchCreativeWork
1936,where is my dearest enemy playing,SearchScreeningEvent
2572,give this book a rating of two out of 6,RateBook
4749,find if these walls could talk,SearchCreativeWork
5027,book a table for six at the cherry street tavern for january sixteenth  2024,BookRestaurant
13227,add jennie  jennie to my metal playlist,AddToPlaylist
14398,what are the movie schedules for my favorite theaters,SearchScreeningEvent
10811,i need reservations for next autumn in belgium at a highly rated diner,BookRestaurant
8121,give the englishman of the bones 2 stars out of 6,RateBook
6122,what is the weather in port vue,GetWeather
4449,i want to give the current album 2 stars,RateBook
5921,what time is kickboxer showing at cobb theatres,SearchScreeningEvent
6586,what will the weather be like in the falkland islands starting may 25  2022,GetWeather
13213,find the schedule for films at night at great escape theatres,SearchScreeningEvent
11221,rate this textbook 2 out of 6,RateBook
479,play alles heeft ritme by liu tianhua,PlayMusic
11735,i d like reservations for two at a pizzeria  22 weeks from now,BookRestaurant
9001,show me the movie schedule for movies opening today close by,SearchScreeningEvent
9666,what s the weather forecast close by sligo,GetWeather
4942,book mars 2112 in rwanda for 4 people,BookRestaurant
3055,i want to hear any top five music from gene autry,PlayMusic
8456,play the monkeys have no tails in zamboanga on google music,PlayMusic
13536,what s the forecast for my current place at five pm,GetWeather
13876,add emilie autumn to my nação reggae playlist,AddToPlaylist
2690,rate quantum theology one out of 6,RateBook
14073,what s the weather in fox chapel,GetWeather
3914,is black & white: the dawn of justice playing at the movie theatre,SearchScreeningEvent
4905,find me the painting fallen sanctuary,SearchCreativeWork
6642,play trace adkins  music from the thirties,PlayMusic
3217,rate the current book series two out of 6 stars,RateBook
3124,i think the current album should get a four out of 6 rating,RateBook
11528,book reservations at a diner that serves ribs not far from lexington av-53rd st,BookRestaurant
14372,please search for the journal of official statistics show,SearchCreativeWork
14284,wish to find the movie the heart beat,SearchCreativeWork
3145,add yang hyun seok to the playlist called night out,AddToPlaylist
13700,add song to my underground hits,AddToPlaylist
5406,add this track to anochecer urbano,AddToPlaylist
13648,can you find me the back when i knew it all album,SearchCreativeWork
12391,i need some hardcore hip hop,PlayMusic
13051,rate encyclopaedia of the social sciences zero out of 6,RateBook
499,give the current album a score of five out of 6,RateBook
8722,play a soundtrack by sarah geronimo on google music,PlayMusic
10275,what is the weather like in wallis and futuna,GetWeather
6021,rate the book the outlaws of sherwood two stars,RateBook
1682,for the playlist wild & free workout add tsidii le loka,AddToPlaylist
2924,add candlelight to my house afterwork playlist,AddToPlaylist
9685,is the weather overcast here and now,GetWeather
2238,i need a table at eddie’s attic in nevada for one,BookRestaurant
9906,rate people of the lakes 2 of 6,RateBook
9346,can you play some synthpop music on youtube,PlayMusic
4223,play 2gether by jade puget,PlayMusic
7321,what movie times are harkins theatres,SearchScreeningEvent
12402,find the picture vertically challenged,SearchCreativeWork
3681,put jiro in my clásicos del hip hop español playlist,AddToPlaylist
2699,give me pacific theatres movie schedules,SearchScreeningEvent
10725,show movie schedules close by movies,SearchScreeningEvent
10778,what s the forecase for inverness on february 5th  2031,GetWeather
6955,play the greatest vimeo tunes by angelo amorevoli on soundtrack,PlayMusic
13515,i want to book a restaurant for four around zapata,BookRestaurant
673,i would rate oblivion: stories a two,RateBook
1082,play 1962 music on netflix,PlayMusic
899,add yoshiki to the 35 soul classics 1970 to 1975 playlist,AddToPlaylist
6977,i give the current book two out of 6,RateBook
6250,find an outdoor facility for midday in datil at a pub for six,BookRestaurant
10638,add el valle del jarama to my working day playlist,AddToPlaylist
5446,what are the movie schedules for films in the area,SearchScreeningEvent
5906,rate this album 0 points,RateBook
4017,add xiang xiang album to my madden nfl 16,AddToPlaylist
5946,play the top caleigh peters,PlayMusic
13241,add mary wells sings my guy to the electro sur playlist,AddToPlaylist
1385,i want to give nautch girls of india four out of 6 points,RateBook
3075,can you add something by snow onto my zen focus playlist,AddToPlaylist
4333,will it be chilly in cistern,GetWeather
5599,add song to orgánica,AddToPlaylist
9455,will it be nice now in norway,GetWeather
2283,reservea  table for five people on september second in gabon,BookRestaurant
9146,when is for one night playing at loews cineplex entertainment,SearchScreeningEvent
6949,play me a song by steve hackett from manuel,PlayMusic
3992,rate the coming of bill 3 of 6 stars,RateBook
1063,add this song to my roadrunner rec new releases list,AddToPlaylist
10225,please find me the platinum box ii song,SearchCreativeWork
5592,play tomorrow,PlayMusic
7272,what time is the secretary playing at the movie theatre,SearchScreeningEvent
10285,4 points for four upbuilding discourses  1844,RateBook
12747,i need to book a table at brasserie for 10 that is highly rated in kentucky,BookRestaurant
4554,add album to acoustic spring,AddToPlaylist
12537,what will the weather be in nationalpark rila on nov  25,GetWeather
2686,whats the forecast for january 21  2035 in dubach,GetWeather
2298,i need a table for ten on april the eighteenth  2030,BookRestaurant
3091,give four out of 6 rating to the cattle king,RateBook
4380,play fourties soundtrack from hamish maccunn,PlayMusic
7057,play some music from 1993 on itunes,PlayMusic
4399,show creative last light,SearchCreativeWork
11618,can you put in person at carnegie hall on my winter playlist,AddToPlaylist
834,add chamberlain waits to my picnic in the park,AddToPlaylist
12046,when is scaramouche playing,SearchScreeningEvent
11518,find a game called an aerial joy ride,SearchCreativeWork
11270,i need a list of animated movies playing around here,SearchScreeningEvent
1724,find a reservation in deweese for my sister and i,BookRestaurant
2724,i rate vivian grey three,RateBook
4914,play the music genre synthpop,PlayMusic
1473,play music by fidel nadal sorted by newest,PlayMusic
6205,add the private collection onto my cena elegante playlist please,AddToPlaylist
9413,add the current artist to my sxsw latin,AddToPlaylist
5125,find trailer for iraq for sale: the war profiteers,SearchCreativeWork
2889,what does it feel like in alloway,GetWeather
4392,i want to watch the tv series rat pack,SearchCreativeWork
3813,play sivamani,PlayMusic
11114,rate the penelopiad zero out of 6,RateBook
12853,play me the newest fourties symphony,PlayMusic
10706,when will the flower and the angry waves be showing,SearchScreeningEvent
3269,play slacker radio,PlayMusic
8445,show me the current movie times,SearchScreeningEvent
13661,will it be chillier at my current location in one minute,GetWeather
8741,can you add an album to my are & be playlist,AddToPlaylist
6473,play a record from 2015,PlayMusic
2972,reserve a spotat the food truck twelve weeks from now,BookRestaurant
1837,book an osteria in north salt lake for three,BookRestaurant
13480,play journey list,PlayMusic
8013,show the schedule of movie the statue,SearchScreeningEvent
8691,add this tune to my rockabilly mania,AddToPlaylist
7325,i d like a table for 3 at a brasserie in hillview ne that has mineiro,BookRestaurant
12818,add song to rocksteady playlist,AddToPlaylist
8488,in the neighbourhood find movies,SearchScreeningEvent
8660,i want the movie schedule for animated movies in the area,SearchScreeningEvent
307,show creativity of painting of me too,SearchCreativeWork
12163,add j p pickens to chill out playlist,AddToPlaylist
5111,find the case of the frightened lady,SearchCreativeWork
8409,what is the thursday forecast for akers new hampshire,GetWeather
7676,book the crown at whitebrook in the solomon islands for dec  the twenty-third  2029,BookRestaurant
1217,add artist to my phunkadelic playlist,AddToPlaylist
10493,play the gary chaw album,PlayMusic
4954,how do i watch the television show counting the rosaries,SearchCreativeWork
2812,show book of pokémon: the mastermind of mirage pokémon,SearchCreativeWork
10911,please book a restaurant for six members on jul  13  2036,BookRestaurant
5305,let me know how the weather will be in rainelle at night,GetWeather
3868,play newest robert palmer sound track,PlayMusic
649,i give the previous series four stars,RateBook
4299,what is the weather forecast for tanque,GetWeather
9097,add this wayne raney tune to my this is kudai,AddToPlaylist
4756,i want a table for 9 at the taverna pub,BookRestaurant
10242,rate the current essay 3 out of 6 points,RateBook
13062,what is the weather for my current place,GetWeather
4604,book me best joint restaurant for 2 members at american samoa today,BookRestaurant
1702,put this tune on my your favorite coffeehouse playlist,AddToPlaylist
3820,rate cia world factbook five out of 6 stars,RateBook
7551,find a show called chompa toung,SearchCreativeWork
2606,give three stars / 6 to my sister  my love,RateBook
5279,make reservations at a restaurant in adrian that serves cheese steak,BookRestaurant
13248,book a highly rated place in in in seven years  at a pub,BookRestaurant
3472,how temperate will it be in blyde river canyon nature reserve on jul  the 18th,GetWeather
5030,please play me something by new wave of american heavy metal,PlayMusic
12507,play stefon harris s song,PlayMusic
13398,book a mediterranean restaurant for my sister and i,BookRestaurant
8597,find i could fall in love,SearchCreativeWork
7798,will it rain here,GetWeather
14238,rate the current series a 4,RateBook
8576,what are the movie schedules for kerasotes theatres,SearchScreeningEvent
11981,play top rosanne cash,PlayMusic
4793,what are the movie schedules for great escape theatres,SearchScreeningEvent
15,book a restaurant for eight people in six years,BookRestaurant
10282,will it be warmer in poplar bluff,GetWeather
4279,play play lodge by alkabli on lastfm,PlayMusic
8585,use groove shark to play music from the eighties,PlayMusic
310,add natasha to my all things post playlist,AddToPlaylist
7548,find the tv series the parent trap iv: hawaiian honeymoon,SearchCreativeWork
13365,i need a reservation for ten at a tavern in west virginia,BookRestaurant
11905,i want to play the game the celestial hawk,SearchCreativeWork
8686,i need to book a table for 6 people at montreal pool room in croatia,BookRestaurant
6070,give me showtimes for films in the neighbourhood,SearchScreeningEvent
11492,will it be overcast in south dakota,GetWeather
12724,weather in one minute in norfolk island,GetWeather
8062,play music off netflix,PlayMusic
2225,ho warm is it in arcola,GetWeather
454,book a table for four in orchard grass hills  nv,BookRestaurant
1431,add eef barzelay to the trad folk playlist,AddToPlaylist
1818,what type of movie  is houston press,SearchCreativeWork
884,please find me the game called the salvation,SearchCreativeWork
342,open zvooq and play the best songs from device,PlayMusic
7588,what s the forecast for the weather at eight am in oxford,GetWeather
11330,add this artist to the playlist called evening groove,AddToPlaylist
13421,play the great adventures of slick rick game,SearchCreativeWork
3688,play some music on lastfm,PlayMusic
6730,find a television show called the high chaparral,SearchCreativeWork
9498,what is the weather forecast in country club heights,GetWeather
4051,what is the weather for cormorant  me,GetWeather
3401,show me movie times for movies in the neighborhood,SearchScreeningEvent
7662,book a pizza serving tavern for me and my brother,BookRestaurant
4940,does red e toby nemiciamici start thirteen hours from now,SearchScreeningEvent
2605,add the tune to my jazz vibes playlist,AddToPlaylist
10136,find animated movies around here,SearchScreeningEvent
3006,the amityville: the evil escapes chronicle is only a 1 out of 6,RateBook
4931,find a book called follow me,SearchCreativeWork
8706,is there a storm here,GetWeather
8285,play the top-twenty songs by the kleptones on spotify,PlayMusic
4018,will it be warm here in one hour,GetWeather
